Player,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,MIN,GP,Pos,Team,NameKey,PosList
Anthony Davis,7.8,16.9,3.7,5.3,0.8,10.1,4.4,0.6,2.2,2.2,20.0,29.6,9.0,PF,,anthony davis,['PF']
Kyrie Irving,8.9,18.9,3.9,4.3,2.9,4.8,4.6,1.3,0.5,2.2,24.7,36.1,50.0,SG,,kyrie irving,['SG']
Zion Williamson,9.6,16.9,5.3,8.0,0.1,7.2,5.3,1.2,0.9,3.0,24.6,28.6,30.0,PF,,zion williamson,['PF']
Stephen Curry,8.1,18.0,4.0,4.3,4.4,4.4,6.0,1.1,0.4,2.9,24.5,32.2,70.0,PG,,stephen curry,['PG']
LeBron James,9.3,18.1,3.7,4.7,2.1,7.8,8.2,1.0,0.6,3.7,24.4,34.9,70.0,SF,,lebron james,['SF']
Karl-Anthony Towns,8.9,16.9,4.7,5.7,2.0,12.8,3.1,1.0,0.7,2.7,24.4,35.0,72.0,C,,karl anthony towns,['C']
Victor Wembanyama,8.9,18.6,3.4,4.1,3.1,11.0,3.7,1.1,3.8,3.2,24.3,33.2,46.0,C,,victor wembanyama,['C']
Franz Wagner,9.0,19.4,4.5,5.2,1.7,5.7,4.7,1.3,0.4,2.3,24.2,33.7,60.0,SF,,franz wagner,['SF']
Trae Young,7.4,18.1,6.5,7.4,2.9,3.1,11.6,1.2,0.2,4.7,24.2,36.0,76.0,PG,,trae young,['PG']
Donovan Mitchell,8.2,18.6,4.2,5.1,3.3,4.5,5.0,1.3,0.2,2.1,24.0,31.4,71.0,SG,,donovan mitchell,['SG']
Cam Thomas,8.0,18.2,5.3,6.0,2.7,3.3,3.8,0.6,0.1,2.5,24.0,31.2,25.0,SG,,cam thomas,['SG']
Tyler Herro,8.5,17.9,3.7,4.2,3.3,5.2,5.5,0.9,0.2,2.6,23.9,35.4,77.0,SG,,tyler herro,['SG']
Joel Embiid,7.4,16.6,7.8,8.9,1.2,8.2,4.5,0.7,0.9,3.3,23.8,30.2,19.0,C,,joel embiid,['C']
De'Aaron Fox,8.7,18.8,4.2,5.1,1.9,4.8,6.3,1.5,0.4,2.8,23.5,36.1,62.0,PG,,de aaron fox,['PG']
De'Aaron Fox,9.2,19.6,4.5,5.5,2.0,5.0,6.1,1.5,0.4,3.0,25.0,37.0,45.0,PG,,de aaron fox,['PG']
De'Aaron Fox,7.4,16.5,3.5,4.2,1.5,4.3,6.8,1.5,0.3,2.4,19.7,34.0,17.0,PG,,de aaron fox,['PG']
Zach LaVine,8.4,16.5,3.2,3.9,3.2,4.3,4.2,0.8,0.2,2.8,23.3,35.2,74.0,SG,,zach lavine,['SG']
Zach LaVine,8.6,16.9,3.5,4.3,3.2,4.8,4.5,0.9,0.2,2.9,24.0,34.1,42.0,SF,,zach lavine,['SF']
Zach LaVine,8.2,16.0,2.8,3.2,3.2,3.5,3.8,0.6,0.1,2.7,22.4,36.6,32.0,SG,,zach lavine,['SG']
Ja Morant,8.1,17.8,5.3,6.4,1.8,4.1,7.3,1.2,0.2,3.7,23.2,30.4,50.0,PG,,ja morant,['PG']
James Harden,6.7,16.4,6.4,7.3,3.0,5.8,8.7,1.5,0.7,4.3,22.8,35.3,79.0,PG,,james harden,['PG']
Jaylen Brown,8.2,17.7,3.9,5.1,1.8,5.8,4.5,1.2,0.3,2.6,22.2,34.3,63.0,SF,,jaylen brown,['SF']
DeMar DeRozan,8.1,17.0,4.9,5.7,1.1,3.9,4.4,0.8,0.4,1.4,22.2,35.9,77.0,SF,,demar derozan,['SF']
Brandon Ingram,8.6,18.5,2.6,3.1,2.4,5.6,5.2,0.9,0.6,3.8,22.2,33.1,18.0,SF,,brandon ingram,['SF']
Jaren Jackson Jr.,8.0,16.4,4.2,5.4,2.0,5.6,2.0,1.2,1.5,2.1,22.2,29.8,74.0,C,,jaren jackson jr,['C']
Norman Powell,7.6,15.8,3.6,4.4,3.0,3.2,2.1,1.2,0.2,1.8,21.8,32.6,60.0,SG,,norman powell,['SG']
Jalen Williams,8.2,16.9,3.4,4.3,1.8,5.3,5.1,1.6,0.7,2.2,21.6,32.4,69.0,SG,,jalen williams,['SG']
Kawhi Leonard,8.4,16.8,2.6,3.3,2.1,5.9,3.1,1.6,0.5,1.9,21.5,31.9,37.0,SF,,kawhi leonard,['SF']
Jamal Murray,7.9,16.7,3.3,3.7,2.3,3.9,6.0,1.4,0.5,2.1,21.4,36.1,67.0,PG,,jamal murray,['PG']
Trey Murphy III,7.2,15.8,3.8,4.3,3.0,5.1,3.5,1.1,0.7,1.9,21.2,35.0,53.0,SF,,trey murphy iii,['SF']
RJ Barrett,7.9,16.9,3.4,5.4,1.8,6.3,5.4,0.8,0.3,2.8,21.1,32.2,58.0,SF,,rj barrett,['SF']
CJ McCollum,7.9,17.9,2.2,3.1,3.1,3.8,4.1,0.8,0.4,1.9,21.1,32.7,56.0,PG,,cj mccollum,['PG']
Jalen Green,7.4,17.5,3.3,4.1,2.9,4.6,3.4,0.9,0.3,2.5,21.0,32.9,82.0,SG,,jalen green,['SG']
Brandon Miller,7.3,18.2,2.5,2.9,3.9,4.9,3.6,1.1,0.7,2.8,21.0,34.2,27.0,SF,,brandon miller,['SF']
Darius Garland,7.4,15.7,3.0,3.4,2.8,2.9,6.7,1.2,0.1,2.5,20.6,30.7,75.0,PG,,darius garland,['PG']
Jordan Poole,6.7,15.5,3.6,4.0,3.5,3.0,4.5,1.3,0.4,3.0,20.5,29.4,68.0,SG,,jordan poole,['SG']
Coby White,6.9,15.1,3.7,4.1,2.9,3.7,4.5,0.9,0.2,2.4,20.4,33.1,74.0,SG,,coby white,['SG']
Miles Bridges,7.3,17.0,3.5,4.0,2.2,7.5,3.9,0.7,0.7,2.1,20.3,31.7,64.0,PF,,miles bridges,['PF']
Austin Reaves,6.5,14.2,4.4,5.0,2.7,4.5,5.8,1.1,0.3,2.4,20.2,34.9,73.0,SG,,austin reaves,['SG']
Pascal Siakam,7.9,15.2,2.9,3.9,1.6,6.9,3.4,0.9,0.5,1.4,20.2,32.7,78.0,PF,,pascal siakam,['PF']
Kristaps Porziņģis,6.6,13.7,3.8,4.7,2.5,6.8,2.1,0.7,1.5,1.3,19.5,28.8,42.0,C,,kristaps porzingis,['C']
Scottie Barnes,7.3,16.4,3.5,4.6,1.2,7.7,5.8,1.4,1.0,2.8,19.3,32.8,65.0,PF,,scottie barnes,['PF']
Anfernee Simons,6.8,16.1,2.5,2.8,3.1,2.7,4.8,0.9,0.1,2.0,19.3,32.7,70.0,SG,,anfernee simons,['SG']
Desmond Bane,7.1,14.8,2.6,2.9,2.4,6.1,5.3,1.2,0.4,2.4,19.2,32.0,69.0,SG,,desmond bane,['SG']
Domantas Sabonis,7.5,12.8,3.1,4.1,0.9,13.9,6.0,0.7,0.4,2.9,19.1,34.7,70.0,C,,domantas sabonis,['C']
Alperen Şengün,7.5,15.0,3.9,5.6,0.3,10.3,4.9,1.1,0.8,2.6,19.1,31.5,76.0,C,,alperen sengun,['C']
John Collins,7.0,13.3,3.5,4.1,1.5,8.2,2.0,1.0,1.0,2.6,19.0,30.5,40.0,PF,,john collins,['PF']
Lauri Markkanen,6.3,14.9,3.4,3.9,2.9,5.9,1.5,0.7,0.4,1.4,19.0,31.4,47.0,PF,,lauri markkanen,['PF']
Jalen Johnson,7.5,15.1,2.6,3.5,1.2,10.0,5.0,1.6,1.0,2.9,18.9,35.7,36.0,SF,,jalen johnson,['SF']
Cameron Johnson,6.2,13.1,3.5,3.9,2.8,4.3,3.4,0.9,0.4,1.7,18.8,31.6,57.0,PF,,cameron johnson,['PF']
Julius Randle,6.6,13.6,3.9,4.9,1.6,7.1,4.7,0.7,0.2,2.8,18.7,32.3,69.0,PF,,julius randle,['PF']
Tyrese Haliburton,6.5,13.8,2.6,3.0,3.0,3.5,9.2,1.4,0.7,1.6,18.6,33.6,73.0,PG,,tyrese haliburton,['PG']
Evan Mobley,7.1,12.8,3.1,4.3,1.2,9.3,3.2,0.9,1.6,2.0,18.5,30.5,71.0,PF,,evan mobley,['PF']
Shaedon Sharpe,6.9,15.3,2.6,3.4,2.0,4.5,2.8,0.9,0.2,2.1,18.5,31.3,72.0,SG,,shaedon sharpe,['SG']
Nikola Vučević,7.5,14.2,1.6,2.0,1.8,10.1,3.5,0.8,0.7,1.6,18.5,31.2,73.0,C,,nikola vucevic,['C']
Collin Sexton,6.6,13.8,3.4,4.0,1.7,2.7,4.2,0.7,0.1,2.5,18.4,27.9,63.0,SG,,collin sexton,['SG']
Michael Porter Jr.,6.9,13.6,1.9,2.5,2.5,7.0,2.1,0.6,0.5,1.4,18.2,33.7,77.0,SF,,michael porter jr,['SF']
Bam Adebayo,6.9,14.3,3.2,4.2,1.0,9.6,4.3,1.3,0.7,2.1,18.1,34.3,78.0,C,,bam adebayo,['C']
Andrew Wiggins,6.3,14.0,3.3,4.3,2.2,4.5,2.6,1.0,0.8,1.7,18.0,30.7,60.0,SF,,andrew wiggins,['SF']
Andrew Wiggins,6.1,13.7,3.2,4.2,2.2,4.6,2.4,0.9,0.8,1.3,17.6,30.1,43.0,SF,,andrew wiggins,['SF']
Andrew Wiggins,6.8,14.8,3.4,4.6,2.1,4.2,3.3,1.2,1.0,2.5,19.0,32.1,17.0,SF,,andrew wiggins,['SF']
OG Anunoby,6.6,13.9,2.5,3.1,2.3,4.8,2.2,1.5,0.9,1.4,18.0,36.6,74.0,PF,,og anunoby,['PF']
Mikal Bridges,7.2,14.4,1.2,1.4,2.0,3.2,3.7,0.9,0.5,1.6,17.6,37.0,82.0,SF,,mikal bridges,['SF']
Jaden Ivey,6.3,13.8,2.8,3.9,2.1,4.1,4.0,0.9,0.4,3.0,17.6,29.9,30.0,SG,,jaden ivey,['SG']
Jimmy Butler,5.5,10.9,6.0,7.1,0.6,5.4,5.4,1.4,0.3,1.3,17.5,31.7,55.0,SF,,jimmy butler,['SF']
Jimmy Butler,5.7,10.5,5.2,6.4,0.5,5.2,4.8,1.1,0.4,1.2,17.0,30.6,25.0,PF,,jimmy butler,['PF']
Jimmy Butler,5.3,11.1,6.7,7.7,0.6,5.5,5.9,1.7,0.3,1.5,17.9,32.7,30.0,SF,,jimmy butler,['SF']
Dejounte Murray,6.3,15.9,3.3,4.0,1.7,6.5,7.4,2.0,0.4,3.4,17.5,32.6,31.0,PG,,dejounte murray,['PG']
Malik Monk,6.3,14.4,2.4,2.7,2.1,3.8,5.6,0.9,0.6,2.4,17.2,31.6,65.0,SG,,malik monk,['SG']
Immanuel Quickley,5.6,13.3,3.4,3.9,2.6,3.5,5.8,0.7,0.1,1.8,17.1,27.8,33.0,PG,,immanuel quickley,['PG']
De'Andre Hunter,5.6,11.9,3.4,4.0,2.5,4.0,1.4,0.8,0.2,1.3,17.0,27.2,64.0,SF,,de andre hunter,['SF']
De'Andre Hunter,6.1,13.3,4.1,4.8,2.6,3.9,1.5,0.8,0.1,1.6,19.0,28.8,37.0,SF,,de andre hunter,['SF']
De'Andre Hunter,4.9,10.0,2.4,2.9,2.2,4.2,1.3,0.7,0.3,0.9,14.3,25.0,27.0,SF,,de andre hunter,['SF']
Bradley Beal,6.5,13.1,2.1,2.6,1.9,3.3,3.7,1.1,0.5,1.9,17.0,32.1,53.0,SG,,bradley beal,['SG']
Deni Avdija,5.6,11.7,4.0,5.2,1.7,7.3,3.9,1.0,0.5,2.7,16.9,30.0,72.0,SF,,deni avdija,['SF']
Keyonte George,5.4,13.7,3.5,4.3,2.6,3.8,5.6,0.7,0.1,2.7,16.8,31.5,67.0,PG,,keyonte george,['PG']
Ivica Zubac,7.4,11.8,2.0,3.0,0.0,12.6,2.7,0.7,1.1,1.6,16.8,32.8,80.0,C,,ivica zubac,['C']
Derrick White,5.6,12.6,1.8,2.1,3.5,4.5,4.8,0.9,1.1,1.7,16.4,33.9,76.0,SG,,derrick white,['SG']
Malik Beasley,5.6,13.1,1.2,1.7,3.9,2.6,1.7,0.9,0.1,1.0,16.3,27.8,82.0,SG,,malik beasley,['SG']
Devin Vassell,6.2,13.9,1.5,1.9,2.5,4.0,2.9,1.3,0.5,1.4,16.3,31.0,64.0,SG,,devin vassell,['SG']
Jordan Clarkson,5.4,13.3,3.1,3.9,2.3,3.2,3.7,0.8,0.2,2.3,16.2,26.0,37.0,SG,,jordan clarkson,['SG']
Paul George,6.0,13.9,1.9,2.4,2.3,5.3,4.3,1.8,0.5,2.6,16.2,32.5,41.0,PF,,paul george,['PF']
Jalen Suggs,5.6,13.7,2.8,3.1,2.2,4.0,3.7,1.5,0.9,2.9,16.2,28.6,35.0,PG,,jalen suggs,['PG']
Bennedict Mathurin,5.4,11.8,3.8,4.6,1.4,5.3,1.9,0.7,0.3,1.9,16.1,29.8,72.0,SF,,bennedict mathurin,['SF']
Myles Turner,5.4,11.3,2.6,3.3,2.2,6.5,1.5,0.8,2.0,1.7,15.6,30.2,72.0,C,,myles turner,['C']
Christian Braun,6.0,10.4,2.2,2.7,1.1,5.2,2.6,1.1,0.5,1.0,15.4,33.9,79.0,SG,,christian braun,['SG']
Jonathan Kuminga,5.5,12.1,3.3,5.0,1.0,4.6,2.2,0.8,0.4,1.5,15.3,24.3,47.0,PF,,jonathan kuminga,['PF']
Jared McCain,5.5,11.9,2.1,2.4,2.2,2.4,2.6,0.7,0.0,1.6,15.3,25.7,23.0,SG,,jared mccain,['SG']
Mark Williams,6.1,10.2,3.0,3.7,0.0,10.2,2.5,0.7,1.2,1.6,15.3,26.6,44.0,C,,mark williams,['C']
Kelly Oubre Jr.,5.8,12.4,2.3,3.1,1.2,6.1,1.8,1.5,0.5,1.3,15.1,34.6,60.0,SF,,kelly oubre jr,['SF']
Chet Holmgren,5.2,10.7,3.2,4.2,1.4,8.0,2.0,0.7,2.2,1.8,15.0,27.4,32.0,C,,chet holmgren,['C']
Kyle Kuzma,5.7,13.0,2.0,3.1,1.5,5.7,2.3,0.6,0.3,2.2,14.8,29.8,65.0,PF,,kyle kuzma,['PF']
Kyle Kuzma,6.0,14.2,1.8,3.1,1.4,5.8,2.5,0.6,0.2,2.3,15.2,27.7,32.0,PF,,kyle kuzma,['PF']
Kyle Kuzma,5.4,11.9,2.1,3.2,1.5,5.6,2.2,0.5,0.4,2.2,14.5,31.8,33.0,PF,,kyle kuzma,['PF']
Stephon Castle,5.2,12.2,3.1,4.2,1.2,3.7,4.1,0.9,0.3,2.2,14.7,26.7,81.0,PG,,stephon castle,['PG']
Aaron Gordon,5.2,9.7,2.8,3.5,1.5,4.8,3.2,0.5,0.3,1.4,14.7,28.4,51.0,PF,,aaron gordon,['PF']
P.J. Washington,5.3,11.7,2.5,3.5,1.6,7.8,2.3,1.1,1.1,2.1,14.7,32.2,57.0,PF,,p j washington,['PF']
Quentin Grimes,5.1,11.0,2.2,2.9,2.2,4.3,3.0,1.0,0.3,1.9,14.6,26.8,75.0,SG,,quentin grimes,['SG']
Quentin Grimes,3.6,7.8,1.3,1.7,1.7,3.8,2.1,0.7,0.2,1.3,10.2,22.8,47.0,SG,,quentin grimes,['SG']
Quentin Grimes,7.7,16.4,3.6,4.8,2.9,5.2,4.5,1.5,0.4,2.9,21.9,33.7,28.0,SG,,quentin grimes,['SG']
Josh Giddey,5.3,11.4,2.5,3.2,1.5,8.1,7.2,1.2,0.6,2.9,14.6,30.2,70.0,PG,,josh giddey,['PG']
Jakob Poeltl,6.4,10.2,1.7,2.5,0.0,9.6,2.8,1.2,1.2,1.9,14.5,29.6,57.0,C,,jakob poeltl,['C']
Deandre Ayton,6.6,11.7,1.0,1.5,0.2,10.2,1.6,0.8,1.0,1.7,14.4,30.2,40.0,C,,deandre ayton,['C']
Gradey Dick,4.9,12.0,2.5,2.9,2.1,3.6,1.8,0.9,0.2,1.5,14.4,29.4,54.0,SG,,gradey dick,['SG']
Jerami Grant,4.6,12.2,3.0,3.5,2.3,3.5,2.1,0.9,1.0,1.4,14.4,32.4,47.0,PF,,jerami grant,['PF']
Payton Pritchard,5.1,10.8,0.9,1.1,3.2,3.8,3.5,0.9,0.2,1.0,14.3,28.4,80.0,PG,,payton pritchard,['PG']
Naz Reid,5.3,11.5,1.4,1.8,2.2,6.0,2.3,0.7,0.9,1.4,14.2,27.5,80.0,C,,naz reid,['C']
Dyson Daniels,6.0,12.1,1.1,1.8,1.1,5.9,4.4,3.0,0.7,2.0,14.1,33.8,76.0,SG,,dyson daniels,['SG']
Tre Mann,5.4,12.4,1.5,1.6,1.8,2.9,3.0,0.5,0.3,1.9,14.1,24.5,13.0,PG,,tre mann,['PG']
Amen Thompson,5.6,10.1,2.4,3.6,0.4,8.2,3.8,1.4,1.3,2.0,14.1,32.2,69.0,SF,,amen thompson,['SF']
Fred VanVleet,4.8,12.7,1.9,2.3,2.7,3.7,5.6,1.6,0.4,1.5,14.1,35.2,60.0,PG,,fred vanvleet,['PG']
Dillon Brooks,5.1,11.9,1.3,1.6,2.5,3.7,1.7,0.8,0.2,1.0,14.0,31.8,75.0,SF,,dillon brooks,['SF']
Tolu Smith,6.0,9.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,14.0,22.0,1.0,PF,,tolu smith,['PF']
Klay Thompson,5.0,12.2,0.9,1.0,3.0,3.4,2.0,0.7,0.4,1.2,14.0,27.3,72.0,SF,,klay thompson,['SF']
Bobby Portis,5.7,12.1,1.2,1.5,1.3,8.4,2.1,0.7,0.5,1.2,13.9,25.4,49.0,PF,,bobby portis,['PF']
Tobias Harris,5.3,11.0,2.0,2.3,1.2,5.9,2.2,1.0,0.8,1.2,13.7,31.6,73.0,PF,,tobias harris,['PF']
Josh Hart,5.2,10.0,2.1,2.7,1.1,9.6,5.9,1.5,0.4,2.1,13.6,37.6,77.0,SG,,josh hart,['SG']
Jarrett Allen,5.5,7.8,2.4,3.4,0.0,9.7,1.9,0.9,0.9,1.2,13.5,28.0,82.0,C,,jarrett allen,['C']
Onyeka Okongwu,5.2,9.2,2.2,2.9,0.6,8.9,2.3,0.9,0.9,1.2,13.4,27.9,74.0,C,,onyeka okongwu,['C']
Russell Westbrook,5.0,11.1,2.1,3.1,1.3,4.9,6.1,1.4,0.5,3.2,13.3,27.9,75.0,PG,,russell westbrook,['PG']
Naji Marshall,5.2,10.3,1.9,2.3,0.9,4.8,3.0,1.0,0.2,1.6,13.2,27.8,69.0,SF,,naji marshall,['SF']
Dennis Schröder,4.5,11.0,2.4,2.9,1.7,2.6,5.4,0.9,0.2,1.9,13.1,28.1,75.0,PG,,dennis schroder,['PG']
Dennis Schröder,6.4,14.1,3.1,3.5,2.5,3.0,6.6,1.1,0.2,2.6,18.4,33.6,23.0,PG,,dennis schroder,['PG']
Dennis Schröder,3.9,10.5,1.2,1.6,1.5,2.3,4.4,1.0,0.1,2.0,10.6,26.2,24.0,SG,,dennis schroder,['SG']
Dennis Schröder,3.4,9.0,2.9,3.4,1.1,2.6,5.3,0.5,0.2,1.3,10.8,25.2,28.0,PG,,dennis schroder,['PG']
Rui Hachimura,5.0,9.8,1.5,1.9,1.7,5.0,1.4,0.8,0.4,0.8,13.1,31.7,59.0,PF,,rui hachimura,['PF']
Brook Lopez,4.9,9.7,1.4,1.7,1.7,5.0,1.8,0.6,1.9,1.1,13.0,31.8,80.0,C,,brook lopez,['C']
Alex Sarr,4.9,12.4,1.7,2.5,1.6,6.5,2.4,0.7,1.5,1.7,13.0,27.1,67.0,C,,alex sarr,['C']
Moritz Wagner,4.7,8.3,2.6,3.7,0.9,4.9,1.4,0.8,0.4,1.6,12.9,18.8,30.0,C,,moritz wagner,['C']
Malcolm Brogdon,4.3,10.0,3.4,3.8,0.7,3.8,4.1,0.5,0.2,1.6,12.7,23.5,24.0,PG,,malcolm brogdon,['PG']
Scoot Henderson,4.3,10.4,2.4,3.1,1.6,3.0,5.1,1.0,0.2,2.7,12.7,26.7,66.0,PG,,scoot henderson,['PG']
Keldon Johnson,4.8,10.0,1.9,2.5,1.1,4.8,1.6,0.6,0.3,1.0,12.7,23.9,77.0,SF,,keldon johnson,['SF']
D'Angelo Russell,4.3,11.0,2.1,2.5,1.9,2.8,5.1,1.0,0.4,1.9,12.6,25.5,58.0,PG,,d angelo russell,['PG']
D'Angelo Russell,4.4,10.7,1.6,1.8,1.9,2.8,4.7,0.8,0.1,1.7,12.4,26.3,29.0,PG,,d angelo russell,['PG']
D'Angelo Russell,4.1,11.3,2.6,3.2,2.0,2.8,5.6,1.1,0.7,2.0,12.9,24.7,29.0,PG,,d angelo russell,['PG']
Zaccharie Risacher,4.8,10.4,1.4,2.0,1.6,3.6,1.2,0.7,0.5,1.2,12.6,24.6,75.0,SF,,zaccharie risacher,['SF']
Santi Aldama,4.8,10.0,1.0,1.4,1.8,6.4,2.9,0.8,0.4,1.1,12.5,25.5,65.0,PF,,santi aldama,['PF']
Ty Jerome,4.6,8.8,1.8,2.1,1.6,2.5,3.4,1.1,0.0,1.3,12.5,19.9,70.0,SG,,ty jerome,['SG']
Keegan Murray,4.8,10.8,0.8,0.9,2.0,6.7,1.4,0.8,0.9,0.8,12.4,34.3,76.0,PF,,keegan murray,['PF']
Lonnie Walker IV,4.5,10.6,1.2,1.5,2.3,3.2,2.5,0.5,0.3,1.3,12.4,23.9,20.0,SG,,lonnie walker iv,['SG']
Harrison Barnes,4.2,8.3,2.0,2.4,1.9,3.8,1.7,0.5,0.2,0.6,12.3,27.2,82.0,PF,,harrison barnes,['PF']
Bilal Coulibaly,4.5,10.6,2.3,3.1,1.1,5.0,3.4,1.3,0.7,2.1,12.3,33.0,59.0,SF,,bilal coulibaly,['SF']
Ayo Dosunmu,4.8,9.8,1.3,1.7,1.3,3.5,4.5,0.9,0.4,1.5,12.3,30.3,46.0,SG,,ayo dosunmu,['SG']
Daniel Gafford,5.0,7.1,2.4,3.4,0.0,6.8,1.4,0.4,1.8,1.2,12.3,21.5,57.0,C,,daniel gafford,['C']
Jaden McDaniels,4.9,10.2,1.3,1.6,1.2,5.7,2.0,1.3,0.9,1.2,12.2,31.9,82.0,PF,,jaden mcdaniels,['PF']
Jabari Smith Jr.,4.4,9.9,1.8,2.2,1.7,7.0,1.1,0.4,0.7,1.1,12.2,30.1,57.0,PF,,jabari smith jr,['PF']
Caris LeVert,4.4,9.4,1.7,2.4,1.7,3.2,3.4,0.9,0.5,1.2,12.1,24.9,64.0,SG,,caris levert,['SG']
Caris LeVert,3.6,7.8,1.5,2.2,1.6,2.8,3.7,0.9,0.5,1.3,10.2,23.8,38.0,SF,,caris levert,['SF']
Caris LeVert,5.6,11.6,2.0,2.8,1.8,3.7,2.9,0.9,0.5,1.0,14.9,26.6,26.0,SG,,caris levert,['SG']
Drew Timme,5.0,11.3,1.1,1.8,1.0,7.2,2.2,0.4,0.1,1.7,12.1,28.2,9.0,PF,,drew timme,['PF']
Tari Eason,4.8,9.8,1.4,1.8,1.1,6.4,1.5,1.7,0.9,1.1,12.0,24.9,57.0,PF,,tari eason,['PF']
Rudy Gobert,4.7,7.1,2.6,3.8,0.0,10.9,1.8,0.8,1.4,1.2,12.0,33.2,72.0,C,,rudy gobert,['C']
Aaron Nesmith,4.3,8.4,1.6,1.8,1.9,4.0,1.2,0.8,0.4,0.8,12.0,25.0,45.0,SF,,aaron nesmith,['SF']
Aaron Wiggins,4.7,9.6,1.0,1.2,1.7,3.9,1.8,0.8,0.2,0.9,12.0,22.9,76.0,SG,,aaron wiggins,['SG']
Khris Middleton,4.3,9.1,1.9,2.3,1.3,3.7,4.1,0.9,0.2,1.5,11.9,22.8,37.0,SF,,khris middleton,['SF']
Khris Middleton,4.7,9.2,1.7,2.0,1.5,3.7,4.4,0.7,0.2,1.6,12.6,23.2,23.0,SF,,khris middleton,['SF']
Khris Middleton,3.7,9.0,2.4,2.7,0.9,3.7,3.4,1.3,0.2,1.4,10.7,22.1,14.0,SF,,khris middleton,['SF']
Jalen Duren,4.8,7.0,2.1,3.1,0.0,10.3,2.7,0.7,1.1,1.7,11.8,26.1,78.0,C,,jalen duren,['C']
Donte DiVincenzo,4.0,9.6,0.8,1.0,2.8,3.7,3.6,1.2,0.3,1.6,11.7,25.9,62.0,SG,,donte divincenzo,['SG']
Brandin Podziemski,4.4,9.8,1.1,1.5,1.8,5.1,3.4,1.1,0.2,1.2,11.7,26.8,64.0,SG,,brandin podziemski,['SG']
Corey Kispert,4.2,9.3,1.2,1.4,2.0,3.0,1.7,0.4,0.2,1.0,11.6,26.3,61.0,SF,,corey kispert,['SF']
Jeremy Sochan,4.6,8.7,1.6,2.3,0.5,6.5,2.4,0.8,0.5,1.6,11.4,25.3,54.0,PF,,jeremy sochan,['PF']
Toumani Camara,4.2,9.2,1.2,1.6,1.7,5.8,2.2,1.5,0.6,1.4,11.3,32.7,78.0,PF,,toumani camara,['PF']
